"English","PartOfSpeech","Meaning","Example","Date"
"impressionable","adj.","易受影响的","","2026-01-04T11:01:19.663Z"
"improvise","v.","即兴表演","","2026-01-04T11:01:19.663Z"
"impudent","adj.","无礼的","","2026-01-04T11:01:19.663Z"
"impugn","v.","（因人不诚实而）批评抨击","","2026-01-04T11:01:19.663Z"
"impulsive","adj.","冲动的, 不加思索的","","2026-01-04T11:01:19.663Z"
"impunity","v.","免于处罚, 免罪","","2026-01-04T11:01:19.663Z"
"impute","v.","归罪于, 归咎于","","2026-01-04T11:01:19.663Z"
"inadvertent","adj.","粗心的, 不留意的","","2026-01-04T11:01:19.663Z"
"inappropriate","adj.","不适当的，不合适的","","2026-01-04T11:01:19.663Z"
"inattention","n.","不留心, 不注意","","2026-01-04T11:01:19.663Z"
"incendiary","adj.","纵火的","","2026-01-04T11:01:19.664Z"
"incense","v.","激怒","","2026-01-04T11:01:19.664Z"
"incentive","n.","激励","","2026-01-04T11:01:19.664Z"
"inching","n.","缓慢移动","","2026-01-04T11:01:19.664Z"
"inchoate","adj.","早期的","","2026-01-04T11:01:19.664Z"
"incipient","adj.","开始的","","2026-01-04T11:01:19.664Z"
"incisive","adj.","一针见血的, 深刻尖锐的","","2026-01-04T11:01:19.664Z"
"incivility","n.","不礼貌","","2026-01-04T11:01:19.664Z"
"inclusive","adj.","包罗万象的，全面的","","2026-01-04T11:01:19.664Z"
"incomparable","adj.","无与伦比的","","2026-01-04T11:01:19.664Z"
"incompatible","adj.","无法共存的, 不可兼容的","","2026-01-04T11:01:19.664Z"
"inconclusive","adj.","无结果的, 不确定的","","2026-01-04T11:01:19.664Z"
"incontrovertible","adj.","不容质疑的","","2026-01-04T11:01:19.664Z"
"increment","n.","增长, 递增","","2026-01-04T11:01:19.664Z"
"incumbent","n.","在职官员","","2026-01-04T11:01:19.664Z"
"incursion","n.","侵入, 侵犯","","2026-01-04T11:01:19.664Z"
"indebted","adj.","感激的","","2026-01-04T11:01:19.664Z"
"indefatigable","adj.","不知疲倦的","","2026-01-04T11:01:19.664Z"
"indemnify","v.","赔偿","","2026-01-04T11:01:19.664Z"
"indeterminate","adj.","不确定的","","2026-01-04T11:01:19.664Z"
"indict","v.","指控","","2026-01-04T11:01:19.664Z"
"indifferent","adj.","冷漠的","","2026-01-04T11:01:19.664Z"
"indigenous","adj.","当地的","","2026-01-04T11:01:19.664Z"
"indignant","adj.","非常愤怒的","","2026-01-04T11:01:19.664Z"
"indiscernible","adj.","不明显的","","2026-01-04T11:01:19.664Z"
"indiscriminate","adj.","不加区分的, 不加选择的","","2026-01-04T11:01:19.664Z"
"indispensable","adj.","不可缺少的","","2026-01-04T11:01:19.664Z"
"indisputable","adj.","不容置疑的","","2026-01-04T11:01:19.664Z"
"individualism","n.","个人主义","","2026-01-04T11:01:19.664Z"
"indolent","adj.","懒惰的","","2026-01-04T11:01:19.664Z"
"induce","v.","诱导","","2026-01-04T11:01:19.664Z"
"indulgent","adj.","纵容的","","2026-01-04T11:01:19.664Z"
"industry","n.","努力","","2026-01-04T11:01:19.664Z"
"ineffable","adj.","难以言表的","","2026-01-04T11:01:19.664Z"
"inept","adj.","无能的","","2026-01-04T11:01:19.664Z"
"inertia","n.","不动, 不活跃","","2026-01-04T11:01:19.664Z"
"inestimable","adj.","无法估量的","","2026-01-04T11:01:19.664Z"
"inevitable","adj.","不可避免的, 必然的","","2026-01-04T11:01:19.664Z"
"inexorable","adj.","无动于衷的,无情的","","2026-01-04T11:01:19.664Z"
"inexpressible","adj.","无以言表的","","2026-01-04T11:01:19.664Z"
"inextricable","adj.","纠缠不清的, 无法解脱的","","2026-01-04T11:01:19.664Z"
"infectious","adj.","传染的","","2026-01-04T11:01:19.664Z"
"infinite","adj.","无限的","","2026-01-04T11:01:19.664Z"
"inflammatory","adj.","煽动性的","","2026-01-04T11:01:19.664Z"
"inform","v.","通知","","2026-01-04T11:01:19.664Z"
"infuriate","v.","使...愤怒","","2026-01-04T11:01:19.664Z"
"ingenious","adj.","天才的, 聪明的","","2026-01-04T11:01:19.664Z"
"ingenuous","adj.","纯朴的, 真诚的","","2026-01-04T11:01:19.664Z"
"ingratiate","v.","讨好","","2026-01-04T11:01:19.664Z"
"inhale","v.","吸入","","2026-01-04T11:01:19.664Z"
"inhibit","v.","抑制, 限制","","2026-01-04T11:01:19.664Z"
"inhospitable","adj.","不友好的","","2026-01-04T11:01:19.664Z"
"inimical","adj.","有害的, 不友好的","","2026-01-04T11:01:19.664Z"
"initiate","v.","开始, 启动","","2026-01-04T11:01:19.664Z"
"innate","adj.","天生的","","2026-01-04T11:01:19.664Z"
"innocuous","adj.","无害的","","2026-01-04T11:01:19.664Z"
"inoculate","v.","（给某人）灌输, 注入（想法）","","2026-01-04T11:01:19.664Z"
"inquisitive","adj.","好奇的","","2026-01-04T11:01:19.664Z"
"insatiable","adj.","无法满足的","","2026-01-04T11:01:19.664Z"
"inscrutable","adj.","难以理解的","","2026-01-04T11:01:19.664Z"
"insensitive","adj.","漠视的, 不在乎的","","2026-01-04T11:01:19.664Z"
"insidious","adj.","阴险的, 暗中为害的","","2026-01-04T11:01:19.664Z"
"insightful","adj.","有洞察力的","","2026-01-04T11:01:19.664Z"
"insinuate","v.","暗示(表不满)","","2026-01-04T11:01:19.664Z"
"insipid","adj.","无聊的","","2026-01-04T11:01:19.664Z"
"insolent","adj.","无礼的","","2026-01-04T11:01:19.664Z"
"insouciance","n.","无忧无虑, 不操心","","2026-01-04T11:01:19.664Z"
"instantiate","v.","举例, 例证","","2026-01-04T11:01:19.664Z"
"instigate","v.","激起, 挑起","","2026-01-04T11:01:19.664Z"
"instinct","n.","本能","","2026-01-04T11:01:19.664Z"
"instrumental","adj.","重要的","","2026-01-04T11:01:19.664Z"
"insufferable","adj.","无法忍受的","","2026-01-04T11:01:19.664Z"
"insular","adj.","孤立的","","2026-01-04T11:01:19.664Z"
"insulate","v.","绝缘, 绝热, 隔音","","2026-01-04T11:01:19.664Z"
"insult","v.","侮辱, 辱骂","","2026-01-04T11:01:19.664Z"
"insurrection","n.","造反","","2026-01-04T11:01:19.664Z"
"intact","adj.","完整的","","2026-01-04T11:01:19.664Z"
"integrity","n.","正直","","2026-01-04T11:01:19.664Z"
"intelligible","adj.","可以理解的","","2026-01-04T11:01:19.664Z"
"interchangeable","adj.","可交换的, 相似的","","2026-01-04T11:01:19.664Z"
"interdisciplinary","adj.","交叉学科的","","2026-01-04T11:01:19.664Z"
"interjection","n.","插话","","2026-01-04T11:01:19.664Z"
"interlocutor","n.","对话者","","2026-01-04T11:01:19.664Z"
"interlope","v.","入侵, 干涉","","2026-01-04T11:01:19.664Z"
"intermediary","adj.","（作为）中间人(的)","","2026-01-04T11:01:19.664Z"
"interminable","adj.","持续的, 没完没了的","","2026-01-04T11:01:19.664Z"
"intermittent","adj.","间歇的，断断续续的","","2026-01-04T11:01:19.664Z"
"interweave","v.","混合","","2026-01-04T11:01:19.664Z"
"intimate","adj.","亲密无间的","","2026-01-04T11:01:19.664Z"
"intimidate","v.","恐吓","","2026-01-04T11:01:19.664Z"
"intoxicate","v.","使...陶醉, 沉醉","","2026-01-04T11:01:19.664Z"
"intransigent","adj.","不妥协的, 固执的","","2026-01-04T11:01:19.664Z"
"intrigue","n.","密谋, 诡计","","2026-01-04T11:01:19.664Z"
"intriguing","adj.","非常有趣的","","2026-01-04T11:01:19.664Z"
"intrinsic","adj.","核心的, 内在的","","2026-01-04T11:01:19.664Z"
"introspect","v.","自省","","2026-01-04T11:01:19.664Z"
"intrude","v.","闯入","","2026-01-04T11:01:19.664Z"
"intuition","n.","直觉","","2026-01-04T11:01:19.664Z"
"inure","v.","习惯于（不好的事物）","","2026-01-04T11:01:19.664Z"
"invalidate","v.","削弱, 使...无效","","2026-01-04T11:01:19.664Z"
"invaluable","adj.","极具价值的","","2026-01-04T11:01:19.664Z"
"invective","n.","辱骂, 侮辱","","2026-01-04T11:01:19.664Z"
"inveigle","v.","诱骗","","2026-01-04T11:01:19.664Z"
"inverse","adj.","相反的","","2026-01-04T11:01:19.664Z"
"invert","v.","颠倒，倒置","","2026-01-04T11:01:19.664Z"
"invertebrate","adj.","软弱无力的","","2026-01-04T11:01:19.664Z"
"inveterate","adj.","根深蒂固的","","2026-01-04T11:01:19.664Z"
"invidious","adj.","令人反感的","","2026-01-04T11:01:19.664Z"
"invigorate","v.","使...有活力","","2026-01-04T11:01:19.664Z"
"inviting","adj.","吸引人的","","2026-01-04T11:01:19.664Z"
"invoke","v.","引述","","2026-01-04T11:01:19.664Z"
"involuntary","adj.","无意识的","","2026-01-04T11:01:19.664Z"
"involved","adj.","复杂的","","2026-01-04T11:01:19.664Z"
"irascible","adj.","易怒的, 坏脾气的","","2026-01-04T11:01:19.664Z"
"irenic","adj.","和平的","","2026-01-04T11:01:19.664Z"
"iridescent","adj.","色彩斑斓的；辉煌灿烂的","","2026-01-04T11:01:19.664Z"
"irk","v.","使…厌烦","","2026-01-04T11:01:19.664Z"
"irreversible","adj.","不可逆的","","2026-01-04T11:01:19.664Z"
"irritate","v.","使...不高兴","","2026-01-04T11:01:19.665Z"
"iterate","v.","重说一遍, 重做一遍","","2026-01-04T11:01:19.665Z"
"itinerant","adj.","巡游的","","2026-01-04T11:01:19.665Z"
"jade","v.","使…厌烦","","2026-01-04T11:01:19.665Z"
"jaded","adj.","厌倦的，无聊的","","2026-01-04T11:01:19.665Z"
"jar","v.","使...不安","","2026-01-04T11:01:19.665Z"
"jaundice","n.","嫉妒","","2026-01-04T11:01:19.665Z"
"jealous","adj.","死守严防的, 精心守护的","","2026-01-04T11:01:19.665Z"
"jejune","adj.","无聊的","","2026-01-04T11:01:19.665Z"
"jeopardize","v.","使...危险","","2026-01-04T11:01:19.665Z"
"jettison","v.","拒绝, 放弃","","2026-01-04T11:01:19.665Z"
"jockey","v.","不择手段的谋取有利地位","","2026-01-04T11:01:19.665Z"
"jovial","adj.","高兴","","2026-01-04T11:01:19.665Z"
"jubilant","adj.","喜悦的","","2026-01-04T11:01:19.665Z"
"jubilation","n.","高兴, 喜悦","","2026-01-04T11:01:19.665Z"
"judicious","adj.","有正确判断力的","","2026-01-04T11:01:19.665Z"
"justification","n.","理由","","2026-01-04T11:01:19.665Z"
"juvenile","adj.","幼稚, 不成熟的","","2026-01-04T11:01:19.665Z"
"juxtapose","v.","并排放置","","2026-01-04T11:01:19.665Z"
"keen","adj.","对...感兴趣的","","2026-01-04T11:01:19.665Z"
"kindle","v.","点燃","","2026-01-04T11:01:19.665Z"
"kindred","adj.","相关的, 相似的","","2026-01-04T11:01:19.665Z"
"kinfolk","n.","亲戚","","2026-01-04T11:01:19.665Z"
"knotty","adj.","复杂的","","2026-01-04T11:01:19.665Z"
"laborious","adj.","费力的","","2026-01-04T11:01:19.665Z"
"labyrinthine","adj.","复杂的","","2026-01-04T11:01:19.665Z"
"lachrymose","adj.","催泪的, 悲伤的","","2026-01-04T11:01:19.665Z"
"laconic","adj.","简洁的, 用词少的","","2026-01-04T11:01:19.665Z"
"laggard","adj.","缓慢的；落后的","","2026-01-04T11:01:19.665Z"
"lambaste","v.","严厉批评","","2026-01-04T11:01:19.665Z"
"lament","v.","哀叹, 哀悼","","2026-01-04T11:01:19.665Z"
"languish","v.","衰落, 不活跃","","2026-01-04T11:01:19.665Z"
"lapse","v.","停止","","2026-01-04T11:01:19.665Z"
"lassitude","n.","无精打采","","2026-01-04T11:01:19.665Z"
"latent","adj.","潜藏的, 潜在的","","2026-01-04T11:01:19.665Z"
"latitude","n.","自由","","2026-01-04T11:01:19.665Z"
"laudatory","adj.","赞美的","","2026-01-04T11:01:19.665Z"
"laurel","n.","荣誉","","2026-01-04T11:01:19.665Z"
"lavish","adj.","奢华的","","2026-01-04T11:01:19.665Z"
"layperson","n.","外行","","2026-01-04T11:01:19.665Z"
"leach","v.","被冲走, 滤去","","2026-01-04T11:01:19.665Z"
"leading","adj.","最重要的","","2026-01-04T11:01:19.665Z"
"leak","v.","泄漏信息","","2026-01-04T11:01:19.665Z"
"leap","v.","（话题、言论）跳跃","","2026-01-04T11:01:19.665Z"
"leaven","v.","使...生动, 使...更有趣","","2026-01-04T11:01:19.665Z"
"mar","v.","损毁, 损伤","","2026-01-04T11:01:19.665Z"
"legible","adj.","清楚的，易读的","","2026-01-04T11:01:19.665Z"
"legitimate","adj.","合法的","","2026-01-04T11:01:19.665Z"
"lengthy","adj.","冗长的","","2026-01-04T11:01:19.665Z"
"lenient","adj.","宽容的","","2026-01-04T11:01:19.665Z"
"lest","conj.","唯恐","","2026-01-04T11:01:19.665Z"
"lethargic","adj.","无精打采的","","2026-01-04T11:01:19.665Z"
"level-headed","adj.","头脑清晰冷静的","","2026-01-04T11:01:19.665Z"
"leveling","n.","使平等，使一致","","2026-01-04T11:01:19.665Z"
"levity","n.","不严肃, 轻浮","","2026-01-04T11:01:19.665Z"
"liberal","adj.","慷慨的","","2026-01-04T11:01:19.665Z"
"license","n.","自由","","2026-01-04T11:01:19.665Z"
"like-minded","adj.","思维相似的, 想法一致的","","2026-01-04T11:01:19.665Z"
"liken","v.","比较","","2026-01-04T11:01:19.665Z"
"limpid","adj.","清澈透明的","","2026-01-04T11:01:19.665Z"
"linkage","n.","连接, 联结","","2026-01-04T11:01:19.665Z"
"lionize","v.","重视, 尊敬","","2026-01-04T11:01:19.665Z"
"list","n.","倾斜","","2026-01-04T11:01:19.665Z"
"listless","adj.","没精打采的","","2026-01-04T11:01:19.665Z"
"loath","adj.","不情愿的","","2026-01-04T11:01:19.665Z"
"locale","n.","地点","","2026-01-04T11:01:19.665Z"
"lockstep","n.","因循守旧；步调一致","","2026-01-04T11:01:19.665Z"
"long","v.","渴望","","2026-01-04T11:01:19.665Z"
"long-winded","adj.","冗长无聊的","","2026-01-04T11:01:19.665Z"
"loose","adj.","松弛的","","2026-01-04T11:01:19.665Z"
"lopsided","adj.","不均衡的","","2026-01-04T11:01:19.665Z"
"loquacious","adj.","话多的","","2026-01-04T11:01:19.665Z"
"lucid","adj.","清晰的","","2026-01-04T11:01:19.665Z"
"lucrative","adj.","盈利的, 赚钱的","","2026-01-04T11:01:19.665Z"
"ludicrous","adj.","滑稽可笑的","","2026-01-04T11:01:19.665Z"
"lugubrious","adj.","悲伤的","","2026-01-04T11:01:19.665Z"
"lull","v.","使平静","","2026-01-04T11:01:19.665Z"
"luminary","n.","杰出人物","","2026-01-04T11:01:19.665Z"
"lure","v.","诱惑","","2026-01-04T11:01:19.665Z"
"lurid","adj.","令人震惊的, 耸人听闻的","","2026-01-04T11:01:19.665Z"
"lurk","v.","潜藏","","2026-01-04T11:01:19.665Z"
"lush","adj.","茂盛的, 郁郁葱葱的","","2026-01-04T11:01:19.665Z"
"luxuriant","adj.","繁茂的","","2026-01-04T11:01:19.665Z"
"machination","n.","诡计","","2026-01-04T11:01:19.665Z"
"madcap","adj.","鲁莽的，行为冲动的","","2026-01-04T11:01:19.665Z"
"maelstrom","n.","混乱，动乱","","2026-01-04T11:01:19.665Z"
"magisterial","adj.","权威的","","2026-01-04T11:01:19.665Z"
"magnanimous","adj.","大度的, 慷慨的","","2026-01-04T11:01:19.665Z"
"magnify","v.","放大","","2026-01-04T11:01:19.665Z"
"majestic","adj.","庄严威武的","","2026-01-04T11:01:19.665Z"
"makeshift","n.","权宜之计","","2026-01-04T11:01:19.665Z"
"malady","n.","疾病","","2026-01-04T11:01:19.665Z"
"malfeasance","n.","违法行为","","2026-01-04T11:01:19.665Z"
"malice","n.","恶意，怨恨","","2026-01-04T11:01:19.665Z"
"malign","adj.","邪恶的, 恶毒的","","2026-01-04T11:01:19.665Z"
"malignant","adj.","有害的","","2026-01-04T11:01:19.665Z"
"malinger","v.","装病以逃避工作","","2026-01-04T11:01:19.665Z"
"malleable","adj.","易适应的，能适应的","","2026-01-04T11:01:19.665Z"
"malodor","n.","恶臭","","2026-01-04T11:01:19.665Z"
"malodorous","adj.","难闻的, 恶臭的","","2026-01-04T11:01:19.665Z"
"manacle","v.","限制","","2026-01-04T11:01:19.665Z"
"mandate","v.","命令","","2026-01-04T11:01:19.665Z"
"manifest","adj.","显然的, 明显的","","2026-01-04T11:01:19.665Z"
"manipulate","v.","操控","","2026-01-04T11:01:19.665Z"
"marginal","adj.","边缘的, 不重要的","","2026-01-04T11:01:19.665Z"
"martinet","n.","要求严格纪律的人","","2026-01-04T11:01:19.665Z"
"marvel","v.","震惊, 惊讶","","2026-01-04T11:01:19.665Z"
"mastermind","n.","策划者","","2026-01-04T11:01:19.665Z"
"materialize","v.","实现","","2026-01-04T11:01:19.665Z"
"maverick","n.","标新立异之人","","2026-01-04T11:01:19.665Z"
"mawkish","adj.","恶心做作的","","2026-01-04T11:01:19.665Z"
"maze","n.","迷宫","","2026-01-04T11:01:19.665Z"
"meager","adj.","不足的, 少的","","2026-01-04T11:01:19.665Z"
"meander","v.","漫无目的地走动","","2026-01-04T11:01:19.665Z"
"measured","adj.","仔细的，有分寸的","","2026-01-04T11:01:19.665Z"
"meddle","v.","干涉","","2026-01-04T11:01:19.665Z"
"mediate","v.","调解","","2026-01-04T11:01:19.665Z"
"mediocre","adj.","平庸的, 平凡的","","2026-01-04T11:01:19.665Z"
"melancholy","n.","忧伤","","2026-01-04T11:01:19.665Z"
"meld","v.","混合","","2026-01-04T11:01:19.665Z"
"menace","v.","威胁","","2026-01-04T11:01:19.665Z"
"mendacious","adj.","欺骗的, 不诚实的","","2026-01-04T11:01:19.665Z"
"mercenary","adj.","唯利是图的","","2026-01-04T11:01:19.665Z"
"mercurial","adj.","性格多变的","","2026-01-04T11:01:19.665Z"
"meretricious","adj.","俗里俗气的","","2026-01-04T11:01:19.665Z"
"metaphor","n.","比喻","","2026-01-04T11:01:19.665Z"
"mete","v.","分配","","2026-01-04T11:01:19.665Z"
"methodical","adj.","有条理的","","2026-01-04T11:01:19.665Z"
"methodology","n.","方法论","","2026-01-04T11:01:19.666Z"
"meticulous","adj.","谨慎的","","2026-01-04T11:01:19.666Z"
"midst","n.","当中","","2026-01-04T11:01:19.666Z"
"might","n.","力量, 权力","","2026-01-04T11:01:19.666Z"
"mighty","adj.","强大的","","2026-01-04T11:01:19.666Z"
"milieu","n.","环境","","2026-01-04T11:01:19.666Z"
"millstone","n.","重担","","2026-01-04T11:01:19.666Z"
"mimic","v.","模仿","","2026-01-04T11:01:19.666Z"
"mince","v.","装腔作势","","2026-01-04T11:01:19.666Z"
"ministration","n.","帮助","","2026-01-04T11:01:19.666Z"
"minuscule","adj.","微小的","","2026-01-04T11:01:19.666Z"
"minutia","n.","细节, 小事","","2026-01-04T11:01:19.666Z"
"mirror","v.","与...相似","","2026-01-04T11:01:19.666Z"
"mirth","n.","欢乐","","2026-01-04T11:01:19.666Z"
"misanthrope","n.","厌恶人类的人，愤世嫉俗的人","","2026-01-04T11:01:19.666Z"
"misconception","n.","误解, 错觉","","2026-01-04T11:01:19.666Z"
"miserly","adj.","吝啬的","","2026-01-04T11:01:19.666Z"
"misfeasance","n.","过失, 不法行为","","2026-01-04T11:01:19.666Z"
"misgiving","n.","不安","","2026-01-04T11:01:19.666Z"
"mishandle","v.","虐待","","2026-01-04T11:01:19.666Z"
"mishap","n.","不幸","","2026-01-04T11:01:19.666Z"
"misnomer","n.","误称","","2026-01-04T11:01:19.666Z"
"misuse","v.","不公平地对待","","2026-01-04T11:01:19.666Z"
"mitigate","v.","减缓","","2026-01-04T11:01:19.666Z"
"mockery","n.","嘲笑","","2026-01-04T11:01:19.666Z"
"mock-up","n.","伪装工事；实物模型","","2026-01-04T11:01:19.666Z"
"moderate","v.","使缓和","","2026-01-04T11:01:19.666Z"
"modicum","n.","少量","","2026-01-04T11:01:19.666Z"
"modish","adj.","时髦的","","2026-01-04T11:01:19.666Z"
"mogul","n.","有权势的人","","2026-01-04T11:01:19.666Z"
"molder","v.","腐烂, 退化","","2026-01-04T11:01:19.666Z"
"mollify","v.","安抚","","2026-01-04T11:01:19.666Z"
"momentary","adj.","短暂的","","2026-01-04T11:01:19.666Z"
"momentous","adj.","重要的","","2026-01-04T11:01:19.666Z"
"monarchy","n.","君主政体","","2026-01-04T11:01:19.666Z"
"monger","n.","商人, 贩子","","2026-01-04T11:01:19.666Z"
"monochromatic","adj.","单调的","","2026-01-04T11:01:19.666Z"
"monogamy","n.","一夫一妻制","","2026-01-04T11:01:19.666Z"
"monolithic","adj.","庞大而僵硬的","","2026-01-04T11:01:19.666Z"
"monotonous","adj.","单调的","","2026-01-04T11:01:19.666Z"
"moody","adj.","喜怒无常的","","2026-01-04T11:01:19.666Z"
"moonshine","n.","空话, 假话","","2026-01-04T11:01:19.666Z"
"morale","n.","士气","","2026-01-04T11:01:19.666Z"
"moralistic","adj.","说教的","","2026-01-04T11:01:19.666Z"
"morbid","adj.","不健康的","","2026-01-04T11:01:19.666Z"
"mordant","adj.","尖酸刻薄的","","2026-01-04T11:01:19.666Z"
"moribund","adj.","濒临死亡的","","2026-01-04T11:01:19.666Z"
"morph","v.","变形","","2026-01-04T11:01:19.666Z"
"mortify","v.","使...尴尬","","2026-01-04T11:01:19.666Z"
"motivate","v.","激励","","2026-01-04T11:01:19.666Z"
"mount","v.","上升","","2026-01-04T11:01:19.666Z"
"muckrake","v.","揭露丑闻","","2026-01-04T11:01:19.666Z"
"muddle","v.","使困惑","","2026-01-04T11:01:19.666Z"
"muddy","v.","使...模糊","","2026-01-04T11:01:19.666Z"
"multifarious","adj.","各种各样的","","2026-01-04T11:01:19.666Z"
"multitudinous","adj.","很多的","","2026-01-04T11:01:19.666Z"
"mundane","adj.","平凡的, 无聊的","","2026-01-04T11:01:19.666Z"
"murky","adj.","昏暗的","","2026-01-04T11:01:19.666Z"
"musty","adj.","恶臭的","","2026-01-04T11:01:19.666Z"
"mutual","adj.","相互的, 共同的","","2026-01-04T11:01:19.666Z"
"myopic","adj.","缺乏远见的","","2026-01-04T11:01:19.666Z"
"myriad","adj.","大量丰富的","","2026-01-04T11:01:19.666Z"
"narcissism","n.","自恋","","2026-01-04T11:01:19.666Z"
"nascent","adj.","初始的","","2026-01-04T11:01:19.666Z"
"natter","v.","唠叨，话多","","2026-01-04T11:01:19.666Z"
"naysayer","n.","否定者, 怀疑者","","2026-01-04T11:01:19.666Z"
"nebulous","adj.","模糊的, 不清楚的","","2026-01-04T11:01:19.666Z"
"necessitate","v.","使成为必要","","2026-01-04T11:01:19.667Z"
"needy","adj.","贫穷的","","2026-01-04T11:01:19.667Z"
"nefarious","adj.","邪恶的","","2026-01-04T11:01:19.667Z"
"negligent","adj.","疏忽大意的","","2026-01-04T11:01:19.667Z"
"negligible","adj.","可忽略的，不重要的","","2026-01-04T11:01:19.667Z"
"neologism","n.","新词, 新意思","","2026-01-04T11:01:19.667Z"
"neophyte","n.","新手","","2026-01-04T11:01:19.667Z"
"nepotism","n.","任人唯亲","","2026-01-04T11:01:19.667Z"
"nettle","v.","使... 生气","","2026-01-04T11:01:19.667Z"
"neutralize","v.","抵消, 使无效","","2026-01-04T11:01:19.667Z"
"nexus","n.","连接","","2026-01-04T11:01:19.667Z"
"niche","n.","小众市场","","2026-01-04T11:01:19.667Z"
"nihilism","n.","虚无主义","","2026-01-04T11:01:19.667Z"
"nimble","adj.","灵敏的, 轻快的","","2026-01-04T11:01:19.667Z"
"noisome","adj.","有害的, 恶臭的","","2026-01-04T11:01:19.667Z"
"nominal","adj.","名义上的","","2026-01-04T11:01:19.667Z"
"nonchalant","adj.","漠不关心的","","2026-01-04T11:01:19.667Z"
"nondescript","adj.","平庸的","","2026-01-04T11:01:19.667Z"
"nonentity","n.","无足轻重的人","","2026-01-04T11:01:19.667Z"
"no-nonsense","adj.","直接的，不允许的不相干的事（话）的","","2026-01-04T11:01:19.667Z"
"nonplus","v.","使困惑, 使不知所措","","2026-01-04T11:01:19.667Z"
"nonsensical","adj.","无意义的","","2026-01-04T11:01:19.667Z"
"nostalgia","n.","思乡","","2026-01-04T11:01:19.667Z"
"notorious","adj.","臭名昭著的","","2026-01-04T11:01:19.667Z"
"notwithstanding","prep.","尽管","","2026-01-04T11:01:19.667Z"
"novel","adj.","新颖的","","2026-01-04T11:01:19.667Z"
"novice","n.","新手","","2026-01-04T11:01:19.667Z"
"noxious","adj.","有害的","","2026-01-04T11:01:19.667Z"
"nuance","n.","小差异","","2026-01-04T11:01:19.667Z"
"nugatory","adj.","不重要的","","2026-01-04T11:01:19.667Z"
"nullify","v.","使...无效","","2026-01-04T11:01:19.667Z"
"numinous","adj.","超自然的","","2026-01-04T11:01:19.667Z"
"obdurate","adj.","固执的","","2026-01-04T11:01:19.667Z"
"obeisance","n.","尊敬, 敬意","","2026-01-04T11:01:19.667Z"
"obfuscate","v.","使…困惑","","2026-01-04T11:01:19.667Z"
"object","v.","反对","","2026-01-04T11:01:19.667Z"
"objectionable","adj.","令人反感的","","2026-01-04T11:01:19.667Z"
"objective","adj.","客观的","","2026-01-04T11:01:19.667Z"
"objurgation","n.","斥责, 非难","","2026-01-04T11:01:19.667Z"
"obligatory","adj.","强制的, 必须的","","2026-01-04T11:01:19.667Z"
"oblique","adj.","间接的","","2026-01-04T11:01:19.667Z"
"obliterate","v.","抹去, 使...消失","","2026-01-04T11:01:19.667Z"
"oblivious","adj.","无意识的, 遗忘的","","2026-01-04T11:01:19.667Z"
"obloquy","n.","诋毁，谩骂","","2026-01-04T11:01:19.667Z"
"obnoxious","adj.","极其令人反感的","","2026-01-04T11:01:19.667Z"
"obscure","adj.","不清晰的，不易辨别的","","2026-01-04T11:01:19.667Z"
"obsequious","adj.","谄媚的","","2026-01-04T11:01:19.667Z"
"observant","adj.","观察仔细的,善于观察的","","2026-01-04T11:01:19.667Z"
"obsess","v.","沉迷于…","","2026-01-04T11:01:19.667Z"
"obsolete","adj.","过时的","","2026-01-04T11:01:19.667Z"
"obstinate","adj.","固执的","","2026-01-04T11:01:19.667Z"
"obstreperous","adj.","不服管的,桀骜不驯的","","2026-01-04T11:01:19.667Z"
"obstruct","v.","阻碍, 妨碍","","2026-01-04T11:01:19.667Z"
"obtrude","v.","强迫, 强加于","","2026-01-04T11:01:19.667Z"
"obtrusive","adj.","显著的，突兀的","","2026-01-04T11:01:19.667Z"
"obtuse","adj.","愚钝的, 笨的","","2026-01-04T11:01:19.667Z"
"obviate","v.","免除","","2026-01-04T11:01:19.667Z"
"occasion","v.","引起","","2026-01-04T11:01:19.667Z"
"occlude","v.","阻塞","","2026-01-04T11:01:19.667Z"
"oddball","n.","古怪的人","","2026-01-04T11:01:19.667Z"
"offhand","adj.","即时的；未经准备的","","2026-01-04T11:01:19.667Z"
"officious","adj.","爱掺和的, 爱管闲事的","","2026-01-04T11:01:19.667Z"
"offish","adj.","冷漠的","","2026-01-04T11:01:19.667Z"
"off-key","adj.","出格的, 不正常的","","2026-01-04T11:01:19.667Z"
"off-putting","adj.","令人反感的","","2026-01-04T11:01:19.667Z"
"offset","v.","抵消","","2026-01-04T11:01:19.667Z"
"ominous","adj.","不吉利的","","2026-01-04T11:01:19.667Z"
"omit","v.","省略, 忽略","","2026-01-04T11:01:19.667Z"
"omnipresent","adj.","处处都有的","","2026-01-04T11:01:19.667Z"
"omniscient","adj.","无所不知的","","2026-01-04T11:01:19.667Z"
"omnivorous","adj.","杂食的","","2026-01-04T11:01:19.667Z"
"one-of-a-kind","n.","独一无二","","2026-01-04T11:01:19.667Z"
"onerous","adj.","繁重的, 费力的","","2026-01-04T11:01:19.667Z"
"one-stop","adj.","一站式的, 全方位的","","2026-01-04T11:01:19.667Z"
"onetime","adj.","过去的, 之前的","","2026-01-04T11:01:19.667Z"
"onset","n.","开始","","2026-01-04T11:01:19.667Z"
"ooze","v.","渗出","","2026-01-04T11:01:19.667Z"
